year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2014,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6633.76
2015,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.28
2015,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,7279.25
2016,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.11
2016,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8105.3
2017,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.74
2017,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9744.9
2018,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.45
2018,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8449.51
2019,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.77
2019,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,9767.22
2020,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.98
2020,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,8978.74
2021,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.49
2021,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,10486.14
2022,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.43
2022,FF113,Motor vehicle and motor vehicle parts wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,11430.85
2007,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,160.3
2007,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,160299.57
2008,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,155.21
2008,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,155212.44
2009,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,195.48
2009,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,195477.12
2010,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,213.23
2010,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,213228.94
2011,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,200.16
2011,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,200159.46
2012,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,206.93
2012,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,206931.89
2013,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,209.71
2013,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,209714.69
2014,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,216.93
2014,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,216929.06
2015,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,194.21
2015,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,194211.02
2016,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,203.52
2016,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,203519.55
2017,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,188.94
2017,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,188938.69
2018,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,164.78
2018,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,164783.02
2019,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,203.08
2019,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,203082.54
2020,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,199.94
2020,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,199943.68
2021,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,210.18
2021,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,210181.9
2022,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,206.56
2022,FF114,"Grocery, liquor and tobacco product wholesaling",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,206559.68
2007,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.7
2007,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40701.87
2008,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.35
2008,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40352.84
2009,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.59
2009,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,34588.33
2010,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.34
2010,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38344.86
2011,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.91
2011,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38905.74
2012,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.65
2012,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36645.34
2013,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.29
2013,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,35291.5
2014,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.83
2014,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36828.67
2015,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.44
2015,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39444.07
2016,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.05
2016,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36047.87
2017,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.41
2017,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39407.05
2018,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.26
2018,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39257.97
2019,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,53.66
2019,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,53657.21
2020,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,52.99
2020,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,52990.26
2021,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,55.45
2021,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,55453.15
2022,FF115,Other goods wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,62.86
2022,FF115,Other goods wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,62862.05
2007,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.71
2007,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2708.63
2008,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.48
2008,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2478.22
2009,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.05
2009,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2048.87
2010,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.79
2010,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2793.2
2011,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.46
2011,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4463.18
2012,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.75
2012,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3747.98
2013,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.8
2013,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3798.47
2014,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.01
2014,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4005.49
2015,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.4
2015,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4398.5
2016,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.87
2016,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4865.03
2017,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.1
2017,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5099.71
2018,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.78
2018,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4783.91
2019,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.87
2019,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5868.58
2020,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.15
2020,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6153.74
2021,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.5
2021,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5501.24
2022,FF116,Commission based wholesaling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.9
2022,FF116,Commission based wholesaling,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5902.9
2007,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,61.36
2007,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,61359.51
2008,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,53.19
2008,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,53188.95
2009,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,45.91
2009,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,45908.3
2010,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.69
2010,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44687.55
2011,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,41.67
2011,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,41671.6
2012,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.42
2012,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39423.52
2013,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.99
2013,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36988.86
2014,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.66
2014,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36663.57
2015,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.82
2015,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36823.48
2016,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.66
2016,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36661.84
2017,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.08
2017,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38080.56
2018,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.46
2018,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39463.15
2019,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,45.41
2019,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,45414.08
2020,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.76
2020,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39763.79
2021,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.06
2021,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38057.22
2022,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,38.05
2022,GH111,Motor vehicle and parts retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,38052.54
2007,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,48.48
2007,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,48476.53
2008,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,45.52
2008,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,45517.49
2009,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.55
2009,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40552.07
2010,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.97
2010,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40970.42
2011,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,37.47
2011,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,37474.59
2012,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.59
2012,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,34591.31
2013,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.6
2013,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,32600.21
2014,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.97
2014,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,32967.23
2015,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.94
2015,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,31943.25
2016,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,37.16
2016,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,37160.94
2017,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.73
2017,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44734.26
2018,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,42.7
2018,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,42695.65
2019,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,46.3
2019,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,46295.69
2020,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.71
2020,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,35710.4
2021,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,36.26
2021,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,36261.56
2022,GH112,Fuel retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,37.16
2022,GH112,Fuel retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,37158.32
2007,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,133.34
2007,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,133335.88
2008,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,150.38
2008,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,150382.93
2009,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,160.08
2009,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,160079.28
2010,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,177.16
2010,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,177156.56
2011,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,176.82
2011,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,176823.38
2012,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,172.53
2012,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,172525.99
2013,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,171.12
2013,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,171121.06
2014,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,181.32
2014,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,181319.39
2015,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,144.82
2015,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,144823.06
2016,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,153.91
2016,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,153911.76
2017,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,152.86
2017,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,152862.31
2018,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,126.11
2018,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,126108.46
2019,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,140.04
2019,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,140038.29
2020,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,135.98
2020,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,135981.24
2021,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,139.14
2021,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,139137.85
2022,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,131.37
2022,GH121,Supermarket and grocery stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,131372.54
2007,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.81
2007,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25811.38
2008,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.41
